SIM com.jasml.compiler.Scanner	private static void delComment(char[]) throws com.jasml.compiler.ParsingException	multiLineStarting	B18	2/3
SIM com.jasml.compiler.Scanner	private static void delComment(char[]) throws com.jasml.compiler.ParsingException	multiLineStarting	B19	1/2
SIM com.jasml.compiler.SourceCodeParser	private void parseMaxStackOrLocals(com.jasml.classes.Attribute_Code) throws com.jasml.compiler.ParsingException	code	B1	8/10
SIM com.jasml.compiler.SourceCodeParser	private void updateLabelLinks(Hashtable#RAW, ArrayList#RAW) throws com.jasml.compiler.GrammerException	list	B3	8/10
NÃO com.jasml.compiler.Scanner	public static void main(java.lang.String[]) throws java.lang.Exception	sc	B1	5/6
SIM com.jasml.decompiler.JavaClassParser	private com.jasml.classes.Attribute_Code.Opcode[] parseOpcodes(byte[]) 	op	B3	27/32
SIM com.jasml.decompiler.JavaClassParser	private com.jasml.classes.Attribute_Code.Opcode[] parseOpcodes(byte[]) 	op	B3	27/32
SIM com.jasml.helper.Util	public static java.lang.String methodParameterToString(java.lang.String) 	brackets	B5	14/16
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	def	B7	17/19
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	def	B12	15/17
SIM com.jasml.helper.Util	public static java.lang.String methodParameterToString(java.lang.String) 	ti	B5	16/18
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	ti	B7	27/29
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	ti	B12	25/27
SIM com.jasml.compiler.SourceCodeParser	private void updateLabelLinks(Hashtable#RAW, ArrayList#RAW) throws com.jasml.compiler.GrammerException	label	B3	26/28
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	high	B7	16/17
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	high	B12	14/15
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	low	B7	16/17
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	low	B12	14/15
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	npairs	B7	16/17
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	npairs	B12	14/15
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	jump_count	B7	18/19
SIM com.jasml.decompiler.SourceCodeBuilder	private java.lang.String toString(com.jasml.classes.Attribute_Code, HashSet#RAW) 	jump_count	B12	16/17
